"InChI Key","SMILES","Solubility"
"YFAGHNZHGGCZAX-JKIFEVAISA-N","CC1=C(C(=NO1)C2=C(C=CC=C2Cl)Cl)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O","0.5011723420934384"
"FBHSPRKOSMHSIF-GRMWVWQJSA-N","CC1=NC2(C(O1)CC3C2(CC(C4C3CCC5=CC(=O)C=CC45C)O)C)C(=O)COC(=O)C","0.5719088106854638"
"GFFGJBXGBJISGV-UHFFFAOYSA-N","C1=NC2=NC=NC(=C2N1)N","0.6525282842736471"
"OIRDTQYFTABQOQ-UHFFFAOYSA-N","C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)N","0.66358415631855"
"MCJGNVYPOGVAJF-UHFFFAOYSA-N","C1=CC2=C(C(=C1)O)N=CC=C2","0.6468544060325578"
"ZLOXYEZYWCTXHU-UHFFFAOYSA-N","C1=CSC(=C1)C(=O)NC2=NC=C(S2)[N+](=O)[O-]","0.5136617233695031"
"APKFDSVGJQXUKY-UHFFFAOYSA-N","CC1C=CC=CC=CC=CC=CC=CC=CC(CC2C(C(CC(O2)(CC(CC(C(CCC(CC(CC(=O)OC(C(C1O)C)C)O)O)O)O)O)O)O)C(=O)O)OC3C(C(C(C(O3)C)O)N)O","0.6778171390469138"
"OUJTZYPIHDYQMC-UHFFFAOYSA-N","CC1=CC(=NC(=N1)OC(C(=O)O)C(C2=CC=CC=C2)(C3=CC=CC=C3)OC)C","0.5367910659109716"
"GOEMGAFJFRBGGG-UHFFFAOYSA-N","CCCC(=O)NC1=CC(=C(C=C1)OCC(CNC(C)C)O)C(=O)C","0.5973408640591886"
"FSQKKOOTNAMONP-UHFFFAOYSA-N","CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)OCC(=O)O","0.5419297382657979"
"RZVAJINKPMORJF-UHFFFAOYSA-N","CC(=O)NC1=CC=C(C=C1)O","0.6917475093292463"
"BZKPWHYZMXOIDC-UHFFFAOYSA-N","CC(=O)NC1=NN=C(S1)S(=O)(=O)N","0.644791334078706"
"VGZSUPCWNCWDAN-UHFFFAOYSA-N","CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC2CCCCC2","0.6540431274242762"
"RRUDCFGSUDOHDG-UHFFFAOYSA-N","CC(=O)NO","0.22807520915251317"
"RJIWZDNTCBHXAL-UHFFFAOYSA-N","C1=CC2=C(C=CC(=C2N=C1)O)[N+](=O)[O-]","0.4991027355404974"
"LQCLVBQBTUVCEQ-QTFUVMRISA-N","CC1CC(C(C(O1)OC2C(CC3(CO3)C(=O)C(C(C(C(OC(=O)C(C(C2C)OC4CC(C(C(O4)C)OC(=O)C)OC)C)C)C)OC(=O)C)C)C)OC(=O)C)N(C)C","0.4775163648501154"
"POJWUDADGALRAB-UHFFFAOYSA-N","C1(C(=O)NC(=O)N1)NC(=O)N","0.6710612668147095"
"HXHWSAZORRCQMX-UHFFFAOYSA-N","CCCSC1=CC2=C(C=C1)N=C(N2)NC(=O)OC","0.6148520939467935"
"FPPNZSSZRUTDAP-UWFZAAFLSA-N","CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)C(=O)O)C(=O)O)C","0.6420801253641972"
"NDAUXUAQIAJITI-UHFFFAOYSA-N","CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O","0.6822345184751376"
"OGSPWJRAVKPPFI-UHFFFAOYSA-N","C(CC(O)(P(=O)(O)O)P(=O)(O)O)CN","0.40398643943575496"
"ZQTNQVWKHCQYLQ-UHFFFAOYSA-N","CCCCC1=C(C2=C(O1)C=CC(=C2)NS(=O)(=O)C)C(=O)C3=CC=C(C=C3)OCCCN(CCCC)CCCC","0.38603372621592597"
"YLXDSYKOBKBWJQ-LBPRGKRZSA-N","CCC(=O)NCCC1CCC2=C1C3=C(C=C2)OCC3","0.46890195938318935"
"BCFGMOOMADDAQU-UHFFFAOYSA-N","CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl","0.4856961645693501"
"WNMJYKCGWZFFKR-UHFFFAOYSA-N","CN(CCCNC(=O)C1CCCO1)C2=NC3=CC(=C(C=C3C(=N2)N)OC)OC","0.6243604610961633"
"JSWZEAMFRNKZNL-UHFFFAOYSA-N","CC1=C(N=CN1)CN2CCC3=C(C2=O)C4=CC=CC=C4N3C","0.6484234574955493"
"VREFGVBLTWBCJP-UHFFFAOYSA-N","CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4","0.6235360325744688"
"UUVWYPNAQBNQJQ-UHFFFAOYSA-N","CN(C)C1=NC(=NC(=N1)N(C)C)N(C)C","0.6272447143453712"
"DKNWSYNQZKUICI-UHFFFAOYSA-N","C1C2CC3CC1CC(C2)(C3)N","0.6599191030666415"
"CJBJHOAVZSMMDJ-HEXNFIEUSA-N","CC(C)CN(CC(C(CC1=CC=CC=C1)NC(=O)OC2COC3C2CCO3)O)S(=O)(=O)C4=CC=C(C=C4)N","0.5456534622576223"
"PQXKDMSYBGKCJA-CVTJIBDQSA-N","C1CCC(C(C1)CN2CCN(CC2)C3=NSC4=CC=CC=C43)CN5C(=O)C6C7CCC(C7)C6C5=O","0.4073766671212823"
"UIOFUWFRIANQPC-JKIFEVAISA-N","CC1=C(C(=NO1)C2=C(C=CC=C2Cl)F)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O","0.53453207833948"
"YVPYQUNUQOZFHG-UHFFFAOYSA-N","CC(=O)NC1=C(C(=C(C(=C1I)C(=O)O)I)NC(=O)C)I","0.6553859442770792"
"JKOQGQFVAUAYPM-UHFFFAOYSA-N","C(CN)CNCCSP(=O)(O)O","0.44186686102817624"
"BOFQWVMAQOTZIW-UHFFFAOYSA-N","C1=CC=C(C(=C1)C2=NN(C(=N2)C3=CC=CC=C3O)C4=CC=C(C=C4)C(=O)O)O","0.5092261515813951"
"ROBVIMPUHSLWNV-UHFFFAOYSA-N","CCC1(CCC(=O)NC1=O)C2=CC=C(C=C2)N","0.510017046663833"
"NFEIBWMZVIVJLQ-UHFFFAOYSA-N","CC1=C(C(=CC=C1)C)OCC(C)N.Cl","0.5061118216869174"
"HSMNQINEKMPTIC-UHFFFAOYSA-N","C1=CC(=CC=C1C(=O)NCC(=O)O)N","0.8337131510967858"
"ZFXYFBGIUFBOJW-UHFFFAOYSA-N","CN1C2=C(C(=O)N(C1=O)C)NC=N2","0.677033694735578"
"IYIKLHRQXLHMJQ-UHFFFAOYSA-N","CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I","0.4012981976879124"
"NTJOBXMMWNYJFB-UHFFFAOYSA-N","CCN1CCCC1CNC(=O)C2=CC(=C(C=C2OC)N)S(=O)(=O)CC","0.626451668787033"
"KRMDCWKBEZIMAB-UHFFFAOYSA-N","CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31","0.6107373882150978"
"SGRYPYWGNKJSDL-UHFFFAOYSA-N","CC(C)C1=CC2=C(C=C1)OC3=NC(=C(C=C3C2=O)C(=O)O)N","0.5883844097600536"
"HTIQEAQVCYTUBX-UHFFFAOYSA-N","CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN","0.5521992658615912"
"GYHCTFXIZSNGJT-UHFFFAOYSA-N","CC1=CC=CC=C1C(=O)NC2=CC(=C(C=C2)C(=O)N3CCCC(C4=C3C=CC(=C4)Cl)O)C","0.19480402258241217"
"MLDQJTXFUGDVEO-UHFFFAOYSA-N","CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F","0.5898563727083886"
"QWGDMFLQWFTERH-UHFFFAOYSA-N","C1CN(CCN1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl","0.5093852489175678"
"KUVIULQEHSCUHY-XYWKZLDCSA-N","CCC(=O)OCC(=O)C1(C(CC2C1(CC(C3(C2CCC4=CC(=O)C=CC43C)Cl)O)C)C)OC(=O)CC","0.35605465379626006"
"OIRDTQYFTABQOQ-UHTZMRCNSA-N","C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)N","0.5177641584571403"
"AQTQHPDCURKLKT-UHFFFAOYSA-N","CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C=O)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O.OS(=O)(=O)O","0.8193749712303028"
"JUKPWJGBANNWMW-UHFFFAOYSA-N","CC12CCC(=O)C=C1CC(C3C24C(O4)CC5(C3CCC56CCC(=O)O6)C)C(=O)OC","0.3565776233026887"
"KDQAABAKXDWYSZ-UHFFFAOYSA-N","CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O.OS(=O)(=O)O","0.8193749712303028"
"YBBLVLTVTVSKRW-UHFFFAOYSA-N","CC(C)(C#N)C1=CC(=CC(=C1)CN2C=NC=N2)C(C)(C)C#N","0.5450777620133264"
"BBAWEDCPNXPBQM-UHFFFAOYSA-N","CCCC(C(=O)C(=O)NC1CC1)NC(=O)C2C3CCCC3CN2C(=O)C(C(C)(C)C)NC(=O)C(C4CCCCC4)NC(=O)C5=NC=CN=C5","0.40060495503420407"
"BHQCQFFYRZLCQQ-OELDTZBJSA-N","CC(CCC(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C","0.6271732765621555"
"IEJXVRYNEISIKR-UHFFFAOYSA-N","C1CN=C(N1)NC2=C(C=C(C=C2Cl)N)Cl","0.6446797344197001"
"RHKZVMUBMXGOLL-UHFFFAOYSA-N","CN(C)CCOC(=O)C(C1=CC=CC=C1)C2(CCCC2)O.Cl","0.5289410071186851"
"KXGVEGMKQFWNSR-LLQZFEROSA-N","CC(CCC(=O)O)C1CCC2C1(C(CC3C2CCC4C3(CCC(C4)O)C)O)C","0.6184046785020162"
"GXDALQBWZGODGZ-UHFFFAOYSA-N","COC1=CC=C(C=C1)CCN2CCC(CC2)NC3=NC4=CC=CC=C4N3CC5=CC=C(C=C5)F","0.3259946784804302"
"METKIMKYRPQLGS-UHFFFAOYSA-N","CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O","0.6791335345765571"
"LMEKQMALGUDUQG-UHFFFAOYSA-N","CN1C=NC(=C1SC2=NC=NC3=C2NC=N3)[N+](=O)[O-]","0.6298023486325839"
"BDJRBEYXGGNYIS-UHFFFAOYSA-N","C(CCCC(=O)O)CCCC(=O)O","0.6586212246730611"
"MBUVEWMHONZEQD-UHFFFAOYSA-N","CN1CCCC(CC1)N2C(=O)C3=CC=CC=C3C(=N2)CC4=CC=C(C=C4)Cl","0.43731006473981204"
"KPYSYYIEGFHWSV-UHFFFAOYSA-N","C1=CC(=CC=C1C(CC(=O)O)CN)Cl","0.6645401555603837"
"UBWXUGDQUBIEIZ-QNTYDACNSA-N","CC12CCC3C(C1CCC2OC(=O)CCC4=CC=CC=C4)CCC5=CC(=O)CCC35","0.2733554801264471"
"HDWIHXWEUNVBIY-UHFFFAOYSA-N","C1=CC=C(C=C1)CC2NC3=C(C=C(C(=C3)C(F)(F)F)S(=O)(=O)N)S(=O)(=O)N2","0.6236682630002468"
"FABUFPQFXZVHFB-CFWQTKTJSA-N","CC1CCCC2(C(O2)CC(NC(=O)CC(C(C(=O)C(C1O)C)(C)C)O)C(=CC3=CSC(=N3)C)C)C","0.38480558697228945"
"BLFLLBZGZJTVJG-UHFFFAOYSA-N","CCOC(=O)C1=CC=C(C=C1)N","0.6475473750036783"
"NDTSRXAMMQDVSW-UHFFFAOYSA-N","C1=CC=C(C=C1)CSCC2=NS(=O)(=O)C3=CC(=C(C=C3N2)Cl)S(=O)(=O)N","0.4557830318757996"
"YWGDOWXRIALTES-UHFFFAOYSA-N","C1CN(CCC1OC(C2=CC=C(C=C2)Cl)C3=CC=CC=N3)CCCC(=O)O","0.5301493957671018"
"ATXHVCQZZJYMCF-XUDSTZEESA-N","CC12CCC3C(C1CCC2(CC=C)O)CCC4=CCCCC34","0.28414827604449316"
"RVFUNJWWXKCWNS-UHFFFAOYSA-N","CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl.Cl","0.6295365719596479"
"NWIUTZDMDHAVTP-UHFFFAOYSA-N","CC(C)NCC(COC1=CC=C(C=C1)CCOCC2CC2)O","0.5015403562543561"
"GPKJTRJOBQGKQK-UHFFFAOYSA-N","CCN(CC)CCCC(C)NC1=C2C=C(C=CC2=NC3=C1C=CC(=C3)Cl)OC","0.6404859672674521"
"LKJPYSCBVHEWIU-UHFFFAOYSA-N","CC(CS(=O)(=O)C1=CC=C(C=C1)F)(C(=O)NC2=CC(=C(C=C2)C#N)C(F)(F)F)O","0.4377832269715589"
"OCAPBUJLXMYKEJ-UHFFFAOYSA-N","C1=CC=C(C=C1)C2=CC=C(C=C2)C(C3=CC=CC=C3)N4C=CN=C4","0.296538575567193"
"KHOITXIGCFIULA-UHFFFAOYSA-N","CC(=O)OC1=CC=C(C=C1)C(C2=CC=C(C=C2)OC(=O)C)C3=CC=CC=N3","0.5342304222117814"
"VHYCDWMUTMEGQY-UHFFFAOYSA-N","CC(C)NCC(COC1=CC=C(C=C1)COCCOC(C)C)O","0.5487544335853314"
"JFIOVJDNOJYLKP-UHFFFAOYSA-N","C1=C(C=C(C(=C1SC2=C(C(=CC(=C2)Cl)Cl)O)O)Cl)Cl","0.6061380896379691"
"KDQAABAKXDWYSZ-JKDPCDLQSA-N","CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O.OS(=O)(=O)O","0.8193749712303028"
"JXLYSJRDGCGARV-XQKSVPLYSA-N","CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O","0.47054322076114224"
"XYLJNLCSTIOKRM-UHFFFAOYSA-N","C1CN=C(N1)NC2=C(C3=NC=CN=C3C=C2)Br","0.4480602619368782"
"VMIYHDSEFNYJSL-UHFFFAOYSA-N","C1C(=O)NC2=C(C=C(C=C2)Br)C(=N1)C3=CC=CC=N3","0.5174909084059776"
"MAEIEVLCKWDQJH-UHFFFAOYSA-N","CCCCNC1=C(C(=CC(=C1)C(=O)O)S(=O)(=O)N)OC2=CC=CC=C2","0.6241466522943584"
"QWCRAEMEVRGPNT-UHFFFAOYSA-N","C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4","0.6645182912286745"
"BPQMGSKTAYIVFO-UHFFFAOYSA-N","CS(=O)(=O)C1=CC(=C(C=C1)C(=O)NC2=CC(=C(C=C2)Cl)C3=CC=CC=N3)Cl","0.5677028977622184"
"COVZYZSDYWQREU-UHFFFAOYSA-N","CS(=O)(=O)OCCCCOS(=O)(=O)C","0.648738051652238"
"UZVHFVZFNXBMQJ-UHFFFAOYSA-N","CC(C)CC1(C(=O)NC(=O)NC1=O)CC=C","0.6524921708696475"
"IUWVALYLNVXWKX-UHFFFAOYSA-N","CCCCOC(=O)C1=CC=C(C=C1)N","0.6324176752310132"
"PHXJVRSECIGDHY-UHFFFAOYSA-N","CC1=C(C=C(C=C1)C(=O)NC2=CC(=C(C=C2)CN3CCN(CC3)C)C(F)(F)F)C#CC4=CN=C5N4N=CC=C5","0.4361089197651255"
"ABJKWBDEJIDSJZ-UHFFFAOYSA-N","CC(C)(C)C1=CC=C(C=C1)CN(C)CC2=CC=CC3=CC=CC=C32","0.1749084517563962"
"AQTQHPDCURKLKT-JKDPCDLQSA-N","CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C=O)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O.OS(=O)(=O)O","0.8193749712303028"
"HFNKQEVNSGCOJV-OAHLLOKOSA-N","C1CCC(C1)C(CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3","0.5681383574078696"
"ZCIGNRJZKPOIKD-CQXVEOKZSA-N","CC(C)C1=NC(=CS1)CN(C)C(=O)NC(CCN2CCOCC2)C(=O)NC(CCC(CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)CC5=CC=CC=C5","0.5677028977622184"
"RYYVLZVUVIJVGH-UHFFFAOYSA-N","CN1C=NC2=C1C(=O)N(C(=O)N2C)C","0.6986930033567187"
"HTQMVQVXFRQIKW-UHFFFAOYSA-N","CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)O","0.5912637959699762"
"VPJXQGSRWJZDOB-UHFFFAOYSA-O","C[N+](C)(C)CCOC(=O)N","0.6906205875816099"
"FFGPTBGBLSHEPO-UHFFFAOYSA-N","C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N","0.6284570524831318"
"UILOTUUZKGTYFQ-UHFFFAOYSA-N","CC(=O)O.C1=CC(=CC=C1CN)S(=O)(=O)N","0.5132192116693383"
"OJFSXZCBGQGRNV-UHFFFAOYSA-N","CN(C)CCOC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2","0.6127440003177613"
"OFZCIYFFPZCNJE-UHFFFAOYSA-N","CCCC(C)(COC(=O)N)COC(=O)NC(C)C","0.6346337121582779"
"DLGOEMSEDOSKAD-UHFFFAOYSA-N","C(CCl)NC(=O)N(CCCl)N=O","0.6636315611759779"
"PUXBGTOOZJQSKH-UHFFFAOYSA-N","CC(C1=CC2=C(C=C1)C3=C(N2)C=CC(=C3)Cl)C(=O)O","0.6089648037561907"
"OGHNVEJMJSYVRP-UHFFFAOYSA-N","COC1=CC=CC=C1OCCNCC(COC2=CC=CC3=C2C4=CC=CC=C4N3)O","0.614336525062812"
"FRPJXPJMRWBBIH-RBRWEJTLSA-N","CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)OC(=O)N(CCCl)CCCl","0.2638668454248627"
"RZEKVGVHFLEQIL-UHFFFAOYSA-N","CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F","0.6085016662692904"
"ZKLPARSLTMPFCP-UHFFFAOYSA-N","C1CN(CCN1CCOCC(=O)O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl","0.4220614315222121"
"YNNUSGIPVFPVBX-NHCUHLMSSA-N","CC(C1=CC=CC=C1)(C2=CC=C(C=C2)Cl)OCCC3CCCN3C","0.2666345201756114"
"JCKYGMPEJWAADB-UHFFFAOYSA-N","C1=CC(=CC=C1CCCC(=O)O)N(CCCl)CCCl","0.6266597339679624"
"GHXZTYHSJHQHIJ-UHFFFAOYSA-N","C1=CC(=CC=C1NC(=NC(=NCCCCCCN=C(N)N=C(N)NC2=CC=C(C=C2)Cl)N)N)Cl","0.6372587264596984"
"WEQAYVWKMWHEJO-UHFFFAOYSA-N","CN1C(S(=O)(=O)CCC1=O)C2=CC=C(C=C2)Cl","0.6545923772372358"
"JBMKAUGHUNFTOL-UHFFFAOYSA-N","C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)N=CN2","0.6349770009060042"
"OTVAEFIXJLOWRX-NXEZZACHSA-N","CS(=O)(=O)C1=CC=C(C=C1)C(C(CO)NC(=O)C(Cl)Cl)O","0.5334177693731529"
"WDFKMLRRRCGAKS-UHFFFAOYSA-N","C1=CC2=C(C(=C(C=C2Cl)Cl)O)N=C1","0.5853047276169288"
"OSDLLIBGSJNGJE-UHFFFAOYSA-N","CC1=CC(=CC(=C1Cl)C)O","0.6398684477437053"
"WYWHKKSPHMUBEB-UHFFFAOYSA-N","C1=NC2=C(N1)C(=S)N=C(N2)N","0.6281258399761158"
"ACTRVOBWPAIOHC-XIXRPRMCSA-N","C(C(C(=O)O)S)(C(=O)O)S","0.3738389542591476"
"LTMHDMANZUZIPE-PUGKRICDSA-N","CC1C(C(CC(O1)OC2C(OC(CC2O)OC3C(OC(CC3O)OC4CCC5(C(C4)CCC6C5CC(C7(C6(CCC7C8=CC(=O)OC8)O)C)O)C)C)C)O)O","0.6166811477268256"
"ZPEIMTDSQAKGNT-UHFFFAOYSA-N","CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl","0.6048235270277988"
"RKWGIWYCVPQPMF-UHFFFAOYSA-N","CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl","0.6291255610805779"
"WSPOMRSOLSGNFJ-UHFFFAOYSA-N","CN(C)CCC=C1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl","0.2611010141207209"
"JIVPVXMEBJLZRO-UHFFFAOYSA-N","C1=CC=C2C(=C1)C(=O)NC2(C3=CC(=C(C=C3)Cl)S(=O)(=O)N)O","0.6258508238323348"
"TZFWDZFKRBELIQ-UHFFFAOYSA-N","C1=CC2=C(C=C1Cl)NC(=O)O2","0.6400735132615337"
"NKANXQFJJICGDU-QPLCGJKRSA-N","CCC(=C(C1=CC=CC=C1)C2=CC=C(C=C2)OCCN(C)C)C3=CC=CC=C3","0.5766488722641884"
"UBDZFAGVPPMTIT-UHFFFAOYSA-N","C(=NN)(N)N.Cl","0.4640254871712507"
"ZAIPMKNFIOOWCQ-UEKVPHQBSA-N","CC1=C(N2C(C(C2=O)NC(=O)C(C3=CC=CC=C3)N)SC1)C(=O)O","0.6271926956847544"
"AKNNEGZIBPJZJG-MSOLQXFVSA-N","CN1CCC2=CC3=C(C(=C2C1C4C5=C(C(=C(C=C5)OC)OC)C(=O)O4)OC)OCO3","0.631019461503194"
"RRGUKTPIGVIEKM-UHFFFAOYSA-N","C1CCC(CC1)N2C(=NN=N2)CCCCOC3=CC4=C(C=C3)NC(=O)CC4","0.5061118216869174"
"AQIXAKUUQRKLND-UHFFFAOYSA-N","CC1=C(N=CN1)CSCCNC(=NC)NC#N","0.6739997070563867"
"AEOCXXJPGCBFJA-UHFFFAOYSA-N","CCC1=NC=CC(=C1)C(=S)N","0.6839454417985695"
"VDUWPHTZYNWKRN-UHFFFAOYSA-N","CCN1C2=CC3=C(C=C2C(=O)C(=N1)C(=O)O)OCO3","0.5129222006318692"
"MYSWGUAQZAJSOK-UHFFFAOYSA-N","C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O","0.6235360325744688"
"QCDFBFJGMNKBDO-UHFFFAOYSA-N","C1=CC2=C(C(=C(C=C2Cl)I)O)N=C1","0.6607448750843232"
"CXOXHMZGEKVPMT-UHFFFAOYSA-N","CN1C(=O)CC(=O)N(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3","0.5947379961172315"
"WDQPAMHFFCXSNU-UHFFFAOYSA-N","CC(C)N=C1C=C2C(=NC3=CC=CC=C3N2C4=CC=C(C=C4)Cl)C=C1NC5=CC=C(C=C5)Cl","0.5934760572586388"
"WRCHFMBCVFFYEQ-UHFFFAOYSA-N","CN(C)CCC(C1=CC=CC=C1)(C2=CC=CC=C2Cl)O","0.5416663647614567"
"KNHUKKLJHYUCFP-UHFFFAOYSA-N","CCOC(=O)C(C)(C)OC1=CC=C(C=C1)Cl","0.5000531924775369"
"GDLIGKIOYRNHDA-UHFFFAOYSA-N","CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl","0.4617945694007685"
"DGBIGWXXNGSACT-UHFFFAOYSA-N","C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3Cl","0.6124453364791513"
"GJSURZIOUXUGAL-UHFFFAOYSA-N","C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl","0.6534275951333572"
"VNFPBHJOKIVQEB-UHFFFAOYSA-N","C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4","0.38753107731617453"
"JYIKNQVWKBUSNH-OGZDCFRISA-N","CCC(C)CC(C)CCCCCCCCC(=O)NC1CC(C(NC(=O)C2C(CCN2C(=O)C(NC(=O)C(NC(=O)C3CC(CN3C(=O)C(NC1=O)C(C)O)O)C(C(C4=CC=C(C=C4)O)O)O)C(CCN)O)O)NCCN)O","0.49813545548607774"
"IAKHMKGGTNLKSZ-UHFFFAOYSA-N","CC(=O)NC1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC","0.6969204188978115"
"OBATZBGFDSVCJD-LALPQLPRSA-N","CC1C(C(CC(O1)OC2CCC3(C(C2)CCC4C3CC(C5(C4(CCC5C6=CC(=O)OC6)O)C)O)C)O)OC7CC(C(C(O7)C)OC8CC(C(C(O8)C)OC9C(C(C(C(O9)CO)O)O)O)O)O","0.6520439795504933"
"XBPZXDSZHPDXQU-UHFFFAOYSA-N","CCN1C=C(C(=O)C2=C1C=C(C=C2)C3=CC=NC=C3)C(=O)O","0.5687851092919701"
"IMZMKUWMOSJXDT-UHFFFAOYSA-N","C1=CC2=C(C(=C1)OCC(COC3=CC=CC4=C3C(=O)C=C(O4)C(=O)O)O)C(=O)C=C(O2)C(=O)O","0.5115653059152973"
"DNTGGZPQPQTDQF-UHFFFAOYSA-N","CCN(C1=CC=CC=C1C)C(=O)C=CC","0.6366326957113796"
"WZHCOOQXZCIUNC-UHFFFAOYSA-N","CC1CC(CC(C1)(C)C)OC(=O)C(C2=CC=CC=C2)O","0.5675387016555918"
"JURKNVYFZMSNLP-UHFFFAOYSA-N","CN(C)CCC=C1C2=CC=CC=C2C=CC3=CC=CC=C31","0.4215090090932823"
"CMSMOCZEIVJLDB-UHFFFAOYSA-N","C1CNP(=O)(OC1)N(CCCl)CCCl","0.7047386291360082"
"JJCFRYNCJDLXIK-UHFFFAOYSA-N","CN1CCC(=C2C3=CC=CC=C3C=CC4=CC=CC=C42)CC1","0.6318845012812017"
"OZOMQRBLCMDCEG-UHFFFAOYSA-N","C1C(=O)NC(=O)N1N=CC2=CC=C(O2)C3=CC=C(C=C3)[N+](=O)[O-]","0.5558486247036915"
"MQJKPEGWNLWLTK-UHFFFAOYSA-N","C1=CC(=CC=C1N)S(=O)(=O)C2=CC=C(C=C2)N","0.6318138028284206"
"UBQYURCVBFRUQT-UHFFFAOYSA-N","CC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCN)O)O)O","0.6655295411460085"
"WIIZWVCIJKGZOK-UHFFFAOYSA-N","C1=CC(=CC=C1C(C(CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-]","0.6526962669687242"
"HCYAFALTSJYZDH-UHFFFAOYSA-N","CNCCCN1C2=CC=CC=C2CCC3=CC=CC=C31","0.6226683010680308"
"AKPLHCDWDRPJGD-UHFFFAOYSA-N","C1C(=O)NC2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3","0.518441365343017"
"IECPWNUMDGFDKC-MZJAQBGESA-N","CC1C2CCC3(C(C2(CCC1O)C)C(CC4C3(CC(C4=C(CCC=C(C)C)C(=O)O)OC(=O)C)C)O)C","0.4062348423756002"
